,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,StackedEnsemble_BestOfFamily_AutoML_20190418_113508,0.8561111087964617,0.15849093392357655,0.3443288478159279,0.20214974387337267,0.040864518948070166
1,StackedEnsemble_AllModels_AutoML_20190418_113508,0.8561111087964617,0.15849093392357655,0.3443288478159279,0.20214974387337267,0.040864518948070166
2,XRT_1_AutoML_20190418_113508,0.8489247796912871,0.16616773247467498,0.3455819345147881,0.20188449866199565,0.04075735080000533
3,DRF_1_AutoML_20190418_113508,0.8458408897151201,0.17612613693546153,0.3678945565091456,0.201808512366025,0.04072667566338807
4,XGBoost_1_AutoML_20190418_113508,0.8276033949350341,0.17070092977415685,0.4234867338030357,0.21106157294166805,0.044546987572611066
5,GLM_grid_1_AutoML_20190418_113508_model_1,0.5225910515546498,0.22097924308847253,0.5,0.2335166566542058,0.05453002893495823
